,season,times,pontos,gols_marcados,gols_levados,vitorias,derrotas,empates,time_ganhou,time_derrota,time_empate,placar_vitoria,placar_derrota,placar_empate
60,2015,Chapecoense-SC,47,34,44,12,15,11,"['Coritiba, Santos, Joinville, Cruzeiro, Vasco, Gremio, Fluminense, Atletico-MG, Palmeiras, Gremio, Fluminense, Internacional']","['Corinthians, Ponte Preta, Flamengo RJ, Sao Paulo, Palmeiras, Avai, Atletico-PR, Coritiba, Corinthians, Santos, Flamengo RJ, Cruzeiro, Sport Recife, Goias, Atletico-MG']","['Sport Recife, Internacional, Figueirense, Goias, Ponte Preta, Joinville, Sao Paulo, Vasco, Avai, Atletico-PR, Figueirense']","['Chapecoense-SC-2X1-Coritiba', 'Chapecoense-SC-1X0-Santos', 'Chapecoense-SC-2X0-Joinville', 'Cruzeiro-0X1-Chapecoense-SC', 'Chapecoense-SC-1X0-Vasco', 'Chapecoense-SC-1X0-Gremio', 'Chapecoense-SC-2X1-Fluminense', 'Chapecoense-SC-2X1-Atletico-MG', 'Chapecoense-SC-5X1-Palmeiras', 'Gremio-2X3-Chapecoense-SC', 'Fluminense-2X3-Chapecoense-SC', 'Chapecoense-SC-1X0-Internacional']","['Corinthians-1X0-Chapecoense-SC', 'Ponte Preta-3X1-Chapecoense-SC', 'Flamengo RJ-1X0-Chapecoense-SC', 'Chapecoense-SC-0X1-Sao Paulo', 'Palmeiras-2X0-Chapecoense-SC', 'Avai-2X1-Chapecoense-SC', 'Atletico-PR-1X0-Chapecoense-SC', 'Coritiba-1X0-Chapecoense-SC', 'Chapecoense-SC-1X3-Corinthians', 'Santos-3X1-Chapecoense-SC', 'Chapecoense-SC-1X3-Flamengo RJ', 'Chapecoense-SC-0X2-Cruzeiro', 'Sport Recife-3X0-Chapecoense-SC', 'Chapecoense-SC-1X3-Goias', 'Atletico-MG-3X0-Chapecoense-SC']","['Chapecoense-SC-1X1-Sport Recife', 'Internacional-0X0-Chapecoense-SC', 'Chapecoense-SC-2X2-Figueirense', 'Goias-0X0-Chapecoense-SC', 'Chapecoense-SC-0X0-Ponte Preta', 'Joinville-0X0-Chapecoense-SC', 'Sao Paulo-0X0-Chapecoense-SC', 'Vasco-1X1-Chapecoense-SC', 'Chapecoense-SC-0X0-Avai', 'Chapecoense-SC-0X0-Atletico-PR', 'Figueirense-0X0-Chapecoense-SC']"
61,2015,Flamengo RJ,49,45,53,15,19,4,"['Chapecoense-SC, Coritiba, Joinville, Internacional, Gremio, Goias, Atletico-PR, Sao Paulo, Sport Recife, Avai, Fluminense, Cruzeiro, Chapecoense-SC, Joinville, Goias']","['Sao Paulo, Avai, Fluminense, Cruzeiro, Atletico-MG, Vasco, Figueirense, Corinthians, Ponte Preta, Palmeiras, Coritiba, Atletico-MG, Vasco, Figueirense, Internacional, Corinthians, Gremio, Atletico-PR, Palmeiras']","['Sport Recife, Santos, Santos, Ponte Preta']","['Flamengo RJ-1X0-Chapecoense-SC', 'Coritiba-0X1-Flamengo RJ', 'Joinville-0X1-Flamengo RJ', 'Internacional-1X2-Flamengo RJ', 'Flamengo RJ-1X0-Gremio', 'Goias-0X1-Flamengo RJ', 'Flamengo RJ-3X2-Atletico-PR', 'Flamengo RJ-2X1-Sao Paulo', 'Sport Recife-0X1-Flamengo RJ', 'Flamengo RJ-3X0-Avai', 'Fluminense-1X3-Flamengo RJ', 'Flamengo RJ-2X0-Cruzeiro', 'Chapecoense-SC-1X3-Flamengo RJ', 'Flamengo RJ-2X0-Joinville', 'Flamengo RJ-4X1-Goias']","['Sao Paulo-2X1-Flamengo RJ', 'Avai-2X1-Flamengo RJ', 'Flamengo RJ-2X3-Fluminense', 'Cruzeiro-1X0-Flamengo RJ', 'Flamengo RJ-0X2-Atletico-MG', 'Vasco-1X0-Flamengo RJ', 'Flamengo RJ-1X2-Figueirense', 'Flamengo RJ-0X3-Corinthians', 'Ponte Preta-1X0-Flamengo RJ', 'Palmeiras-4X2-Flamengo RJ', 'Flamengo RJ-0X2-Coritiba', 'Atletico-MG-4X1-Flamengo RJ', 'Flamengo RJ-1X2-Vasco', 'Figueirense-3X0-Flamengo RJ', 'Flamengo RJ-0X1-Internacional', 'Corinthians-1X0-Flamengo RJ', 'Gremio-2X0-Flamengo RJ', 'Atletico-PR-3X0-Flamengo RJ', 'Flamengo RJ-1X2-Palmeiras']","['Flamengo RJ-2X2-Sport Recife', 'Flamengo RJ-2X2-Santos', 'Santos-0X0-Flamengo RJ', 'Flamengo RJ-1X1-Ponte Preta']"
62,2015,Vasco,41,28,54,10,17,11,"['Flamengo RJ, Avai, Fluminense, Ponte Preta, Atletico-PR, Sport Recife, Flamengo RJ, Palmeiras, Joinville, Santos']","['Atletico-MG, Ponte Preta, Atletico-PR, Cruzeiro, Sport Recife, Chapecoense-SC, Sao Paulo, Gremio, Palmeiras, Corinthians, Santos, Coritiba, Goias, Figueirense, Internacional, Atletico-MG, Fluminense']","['Goias, Figueirense, Internacional, Joinville, Cruzeiro, Avai, Chapecoense-SC, Sao Paulo, Gremio, Corinthians, Coritiba']","['Vasco-1X0-Flamengo RJ', 'Vasco-1X0-Avai', 'Fluminense-1X2-Vasco', 'Ponte Preta-0X1-Vasco', 'Vasco-2X0-Atletico-PR', 'Vasco-2X1-Sport Recife', 'Flamengo RJ-1X2-Vasco', 'Palmeiras-0X2-Vasco', 'Joinville-1X2-Vasco', 'Vasco-1X0-Santos']","['Atletico-MG-3X0-Vasco', 'Vasco-0X3-Ponte Preta', 'Atletico-PR-2X0-Vasco', 'Vasco-1X3-Cruzeiro', 'Sport Recife-2X1-Vasco', 'Chapecoense-SC-1X0-Vasco', 'Vasco-0X4-Sao Paulo', 'Gremio-2X0-Vasco', 'Vasco-1X4-Palmeiras', 'Corinthians-3X0-Vasco', 'Santos-1X0-Vasco', 'Vasco-0X1-Coritiba', 'Goias-3X0-Vasco', 'Vasco-0X1-Figueirense', 'Internacional-6X0-Vasco', 'Vasco-1X2-Atletico-MG', 'Vasco-0X1-Fluminense']","['Vasco-0X0-Goias', 'Figueirense-0X0-Vasco', 'Vasco-1X1-Internacional', 'Vasco-0X0-Joinville', 'Cruzeiro-2X2-Vasco', 'Avai-1X1-Vasco', 'Vasco-1X1-Chapecoense-SC', 'Sao Paulo-2X2-Vasco', 'Vasco-0X0-Gremio', 'Vasco-1X1-Corinthians', 'Coritiba-0X0-Vasco']"
63,2015,Athletico-PR,51,43,48,14,15,9,"['Internacional, Atletico-MG, Joinville, Figueirense, Vasco, Sao Paulo, Chapecoense-SC, Avai, Palmeiras, Goias, Atletico-MG, Fluminense, Avai, Flamengo RJ']","['Goias, Gremio, Ponte Preta, Cruzeiro, Corinthians, Fluminense, Flamengo RJ, Internacional, Vasco, Gremio, Coritiba, Ponte Preta, Sao Paulo, Corinthians, Santos']","['Coritiba, Sport Recife, Santos, Joinville, Figueirense, Cruzeiro, Chapecoense-SC, Palmeiras, Sport Recife']","['Atletico-PR-3X0-Internacional', 'Atletico-PR-1X0-Atletico-MG', 'Joinville-1X2-Atletico-PR', 'Atletico-PR-1X0-Figueirense', 'Atletico-PR-2X0-Vasco', 'Atletico-PR-2X1-Sao Paulo', 'Atletico-PR-1X0-Chapecoense-SC', 'Avai-1X2-Atletico-PR', 'Palmeiras-0X1-Atletico-PR', 'Atletico-PR-3X0-Goias', 'Atletico-MG-0X1-Atletico-PR', 'Fluminense-0X1-Atletico-PR', 'Atletico-PR-2X1-Avai', 'Atletico-PR-3X0-Flamengo RJ']","['Goias-2X0-Atletico-PR', 'Gremio-2X1-Atletico-PR', 'Ponte Preta-2X1-Atletico-PR', 'Cruzeiro-2X0-Atletico-PR', 'Corinthians-2X0-Atletico-PR', 'Atletico-PR-1X2-Fluminense', 'Flamengo RJ-3X2-Atletico-PR', 'Internacional-2X0-Atletico-PR', 'Vasco-2X0-Atletico-PR', 'Atletico-PR-1X2-Gremio', 'Coritiba-2X0-Atletico-PR', 'Atletico-PR-1X2-Ponte Preta', 'Sao Paulo-1X0-Atletico-PR', 'Atletico-PR-1X4-Corinthians', 'Santos-5X1-Atletico-PR']","['Atletico-PR-2X2-Coritiba', 'Atletico-PR-1X1-Sport Recife', 'Atletico-PR-0X0-Santos', 'Atletico-PR-0X0-Joinville', 'Figueirense-1X1-Atletico-PR', 'Atletico-PR-2X2-Cruzeiro', 'Chapecoense-SC-0X0-Atletico-PR', 'Atletico-PR-3X3-Palmeiras', 'Sport Recife-0X0-Atletico-PR']"
64,2015,Fluminense,47,40,49,14,19,5,"['Joinville, Flamengo RJ, Coritiba, Ponte Preta, Goias, Santos, Cruzeiro, Atletico-PR, Gremio, Figueirense, Goias, Sao Paulo, Vasco, Avai']","['Atletico-MG, Palmeiras, Vasco, Chapecoense-SC, Avai, Internacional, Joinville, Atletico-MG, Corinthians, Flamengo RJ, Sport Recife, Palmeiras, Ponte Preta, Santos, Cruzeiro, Atletico-PR, Chapecoense-SC, Gremio, Figueirense']","['Corinthians, Sport Recife, Sao Paulo, Coritiba, Internacional']","['Fluminense-1X0-Joinville', 'Flamengo RJ-2X3-Fluminense', 'Fluminense-2X0-Coritiba', 'Fluminense-2X0-Ponte Preta', 'Goias-1X2-Fluminense', 'Fluminense-2X1-Santos', 'Fluminense-1X0-Cruzeiro', 'Atletico-PR-1X2-Fluminense', 'Fluminense-1X0-Gremio', 'Fluminense-2X1-Figueirense', 'Fluminense-2X0-Goias', 'Fluminense-2X0-Sao Paulo', 'Vasco-0X1-Fluminense', 'Fluminense-3X1-Avai']","['Atletico-MG-4X1-Fluminense', 'Palmeiras-2X1-Fluminense', 'Fluminense-1X2-Vasco', 'Chapecoense-SC-2X1-Fluminense', 'Avai-1X0-Fluminense', 'Internacional-1X0-Fluminense', 'Joinville-2X1-Fluminense', 'Fluminense-1X2-Atletico-MG', 'Corinthians-2X0-Fluminense', 'Fluminense-1X3-Flamengo RJ', 'Sport Recife-1X0-Fluminense', 'Fluminense-1X4-Palmeiras', 'Ponte Preta-3X1-Fluminense', 'Santos-3X1-Fluminense', 'Cruzeiro-2X0-Fluminense', 'Fluminense-0X1-Atletico-PR', 'Fluminense-2X3-Chapecoense-SC', 'Gremio-1X0-Fluminense', 'Figueirense-1X0-Fluminense']","['Fluminense-0X0-Corinthians', 'Fluminense-0X0-Sport Recife', 'Sao Paulo-0X0-Fluminense', 'Coritiba-1X1-Fluminense', 'Fluminense-1X1-Internacional']"
65,2015,Atletico-MG,69,65,47,21,11,6,"['Fluminense, Vasco, Avai, Flamengo RJ, Joinville, Coritiba, Internacional, Sport Recife, Ponte Preta, Figueirense, Sao Paulo, Palmeiras, Fluminense, Vasco, Avai, Flamengo RJ, Coritiba, Internacional, Ponte Preta, Figueirense, Chapecoense-SC']","['Atletico-PR, Cruzeiro, Corinthians, Gremio, Chapecoense-SC, Atletico-PR, Santos, Sport Recife, Corinthians, Sao Paulo, Gremio']","['Palmeiras, Santos, Goias, Cruzeiro, Joinville, Goias']","['Atletico-MG-4X1-Fluminense', 'Atletico-MG-3X0-Vasco', 'Avai-1X4-Atletico-MG', 'Flamengo RJ-0X2-Atletico-MG', 'Atletico-MG-1X0-Joinville', 'Atletico-MG-2X0-Coritiba', 'Internacional-1X3-Atletico-MG', 'Atletico-MG-2X1-Sport Recife', 'Ponte Preta-0X2-Atletico-MG', 'Atletico-MG-1X0-Figueirense', 'Atletico-MG-3X1-Sao Paulo', 'Atletico-MG-2X1-Palmeiras', 'Fluminense-1X2-Atletico-MG', 'Vasco-1X2-Atletico-MG', 'Atletico-MG-2X0-Avai', 'Atletico-MG-4X1-Flamengo RJ', 'Coritiba-0X3-Atletico-MG', 'Atletico-MG-2X1-Internacional', 'Atletico-MG-2X1-Ponte Preta', 'Figueirense-0X1-Atletico-MG', 'Atletico-MG-3X0-Chapecoense-SC']","['Atletico-PR-1X0-Atletico-MG', 'Atletico-MG-1X3-Cruzeiro', 'Corinthians-1X0-Atletico-MG', 'Atletico-MG-0X2-Gremio', 'Chapecoense-SC-2X1-Atletico-MG', 'Atletico-MG-0X1-Atletico-PR', 'Santos-4X0-Atletico-MG', 'Sport Recife-4X1-Atletico-MG', 'Atletico-MG-0X3-Corinthians', 'Sao Paulo-4X2-Atletico-MG', 'Gremio-2X1-Atletico-MG']","['Palmeiras-2X2-Atletico-MG', 'Atletico-MG-2X2-Santos', 'Goias-0X0-Atletico-MG', 'Cruzeiro-1X1-Atletico-MG', 'Joinville-2X2-Atletico-MG', 'Atletico-MG-2X2-Goias']"
66,2015,Joinville,31,26,48,7,21,10,"['Goias, Figueirense, Avai, Cruzeiro, Fluminense, Coritiba, Figueirense']","['Fluminense, Sao Paulo, Atletico-PR, Chapecoense-SC, Corinthians, Sport Recife, Atletico-MG, Flamengo RJ, Internacional, Santos, Gremio, Palmeiras, Corinthians, Goias, Flamengo RJ, Internacional, Ponte Preta, Avai, Vasco, Cruzeiro, Gremio']","['Palmeiras, Coritiba, Ponte Preta, Vasco, Sao Paulo, Atletico-PR, Chapecoense-SC, Sport Recife, Atletico-MG, Santos']","['Joinville-2X1-Goias', 'Figueirense-0X2-Joinville', 'Joinville-2X0-Avai', 'Joinville-3X0-Cruzeiro', 'Joinville-2X1-Fluminense', 'Joinville-3X1-Coritiba', 'Joinville-1X0-Figueirense']","['Fluminense-1X0-Joinville', 'Sao Paulo-3X0-Joinville', 'Joinville-1X2-Atletico-PR', 'Chapecoense-SC-2X0-Joinville', 'Joinville-0X1-Corinthians', 'Sport Recife-2X1-Joinville', 'Atletico-MG-1X0-Joinville', 'Joinville-0X1-Flamengo RJ', 'Joinville-0X2-Internacional', 'Santos-2X0-Joinville', 'Gremio-2X1-Joinville', 'Palmeiras-3X2-Joinville', 'Corinthians-3X0-Joinville', 'Goias-3X0-Joinville', 'Flamengo RJ-2X0-Joinville', 'Internacional-1X0-Joinville', 'Ponte Preta-1X0-Joinville', 'Avai-2X1-Joinville', 'Joinville-1X2-Vasco', 'Cruzeiro-3X0-Joinville', 'Joinville-0X2-Gremio']","['Joinville-0X0-Palmeiras', 'Coritiba-0X0-Joinville', 'Joinville-1X1-Ponte Preta', 'Vasco-0X0-Joinville', 'Joinville-0X0-Sao Paulo', 'Atletico-PR-0X0-Joinville', 'Joinville-0X0-Chapecoense-SC', 'Joinville-1X1-Sport Recife', 'Joinville-2X2-Atletico-MG', 'Joinville-0X0-Santos']"
67,2015,Santos,58,59,41,16,12,10,"['Cruzeiro, Corinthians, Figueirense, Joinville, Coritiba, Vasco, Avai, Cruzeiro, Chapecoense-SC, Sao Paulo, Atletico-MG, Internacional, Fluminense, Goias, Palmeiras, Atletico-PR']","['Chapecoense-SC, Sao Paulo, Internacional, Fluminense, Gremio, Goias, Palmeiras, Ponte Preta, Corinthians, Gremio, Coritiba, Vasco']","['Avai, Sport Recife, Ponte Preta, Atletico-MG, Flamengo RJ, Atletico-PR, Sport Recife, Figueirense, Joinville, Flamengo RJ']","['Santos-1X0-Cruzeiro', 'Santos-1X0-Corinthians', 'Santos-3X0-Figueirense', 'Santos-2X0-Joinville', 'Santos-3X0-Coritiba', 'Santos-1X0-Vasco', 'Santos-5X2-Avai', 'Cruzeiro-0X1-Santos', 'Santos-3X1-Chapecoense-SC', 'Santos-3X0-Sao Paulo', 'Santos-4X0-Atletico-MG', 'Santos-3X1-Internacional', 'Santos-3X1-Fluminense', 'Santos-3X1-Goias', 'Santos-2X1-Palmeiras', 'Santos-5X1-Atletico-PR']","['Chapecoense-SC-1X0-Santos', 'Sao Paulo-3X2-Santos', 'Internacional-1X0-Santos', 'Fluminense-2X1-Santos', 'Santos-1X3-Gremio', 'Goias-4X1-Santos', 'Palmeiras-1X0-Santos', 'Ponte Preta-3X1-Santos', 'Corinthians-2X0-Santos', 'Gremio-1X0-Santos', 'Coritiba-1X0-Santos', 'Vasco-1X0-Santos']","['Avai-1X1-Santos', 'Santos-2X2-Sport Recife', 'Santos-2X2-Ponte Preta', 'Atletico-MG-2X2-Santos', 'Flamengo RJ-2X2-Santos', 'Atletico-PR-0X0-Santos', 'Sport Recife-1X1-Santos', 'Figueirense-0X0-Santos', 'Joinville-0X0-Santos', 'Santos-0X0-Flamengo RJ']"
68,2015,Corinthians,81,71,31,24,5,9,"['Cruzeiro, Chapecoense-SC, Joinville, Internacional, Figueirense, Ponte Preta, Atletico-PR, Flamengo RJ, Atletico-MG, Vasco, Sport Recife, Avai, Cruzeiro, Chapecoense-SC, Fluminense, Joinville, Santos, Figueirense, Goias, Atletico-PR, Flamengo RJ, Atletico-MG, Coritiba, Sao Paulo']","['Palmeiras, Gremio, Santos, Internacional, Sport Recife']","['Fluminense, Goias, Coritiba, Sao Paulo, Palmeiras, Gremio, Ponte Preta, Vasco, Avai']","['Cruzeiro-0X1-Corinthians', 'Corinthians-1X0-Chapecoense-SC', 'Joinville-0X1-Corinthians', 'Corinthians-2X1-Internacional', 'Corinthians-2X1-Figueirense', 'Corinthians-2X0-Ponte Preta', 'Corinthians-2X0-Atletico-PR', 'Flamengo RJ-0X3-Corinthians', 'Corinthians-1X0-Atletico-MG', 'Corinthians-3X0-Vasco', 'Corinthians-4X3-Sport Recife', 'Avai-1X2-Corinthians', 'Corinthians-3X0-Cruzeiro', 'Chapecoense-SC-1X3-Corinthians', 'Corinthians-2X0-Fluminense', 'Corinthians-3X0-Joinville', 'Corinthians-2X0-Santos', 'Figueirense-1X3-Corinthians', 'Corinthians-3X0-Goias', 'Atletico-PR-1X4-Corinthians', 'Corinthians-1X0-Flamengo RJ', 'Atletico-MG-0X3-Corinthians', 'Corinthians-2X1-Coritiba', 'Corinthians-6X1-Sao Paulo']","['Corinthians-0X2-Palmeiras', 'Gremio-3X1-Corinthians', 'Santos-1X0-Corinthians', 'Internacional-2X1-Corinthians', 'Sport Recife-2X0-Corinthians']","['Fluminense-0X0-Corinthians', 'Goias-0X0-Corinthians', 'Coritiba-1X1-Corinthians', 'Sao Paulo-1X1-Corinthians', 'Palmeiras-3X3-Corinthians', 'Corinthians-1X1-Gremio', 'Ponte Preta-2X2-Corinthians', 'Vasco-1X1-Corinthians', 'Corinthians-1X1-Avai']"
69,2015,Figueirense,43,36,50,11,17,10,"['Cruzeiro, Palmeiras, Goias, Flamengo RJ, Ponte Preta, Sport Recife, Vasco, Goias, Flamengo RJ, Ponte Preta, Fluminense']","['Sport Recife, Gremio, Atletico-PR, Corinthians, Joinville, Santos, Atletico-MG, Sao Paulo, Fluminense, Gremio, Cruzeiro, Palmeiras, Avai, Corinthians, Joinville, Atletico-MG, Sao Paulo']","['Vasco, Avai, Internacional, Coritiba, Chapecoense-SC, Atletico-PR, Internacional, Santos, Coritiba, Chapecoense-SC']","['Figueirense-2X1-Cruzeiro', 'Figueirense-2X1-Palmeiras', 'Figueirense-3X1-Goias', 'Flamengo RJ-1X2-Figueirense', 'Figueirense-3X1-Ponte Preta', 'Figueirense-2X1-Sport Recife', 'Vasco-0X1-Figueirense', 'Goias-2X3-Figueirense', 'Figueirense-3X0-Flamengo RJ', 'Ponte Preta-0X1-Figueirense', 'Figueirense-1X0-Fluminense']","['Sport Recife-4X1-Figueirense', 'Gremio-1X0-Figueirense', 'Atletico-PR-1X0-Figueirense', 'Corinthians-2X1-Figueirense', 'Figueirense-0X2-Joinville', 'Santos-3X0-Figueirense', 'Atletico-MG-1X0-Figueirense', 'Figueirense-0X2-Sao Paulo', 'Fluminense-2X1-Figueirense', 'Figueirense-0X2-Gremio', 'Cruzeiro-5X1-Figueirense', 'Palmeiras-2X0-Figueirense', 'Figueirense-0X1-Avai', 'Figueirense-1X3-Corinthians', 'Joinville-1X0-Figueirense', 'Figueirense-0X1-Atletico-MG', 'Sao Paulo-3X2-Figueirense']","['Figueirense-0X0-Vasco', 'Avai-1X1-Figueirense', 'Figueirense-0X0-Internacional', 'Figueirense-0X0-Coritiba', 'Chapecoense-SC-2X2-Figueirense', 'Figueirense-1X1-Atletico-PR', 'Internacional-1X1-Figueirense', 'Figueirense-0X0-Santos', 'Coritiba-1X1-Figueirense', 'Figueirense-0X0-Chapecoense-SC']"
70,2015,Ponte Preta,51,41,40,13,13,12,"['Sao Paulo, Chapecoense-SC, Vasco, Atletico-PR, Flamengo RJ, Avai, Santos, Goias, Fluminense, Atletico-PR, Palmeiras, Coritiba, Joinville']","['Fluminense, Corinthians, Palmeiras, Atletico-MG, Figueirense, Sao Paulo, Cruzeiro, Vasco, Atletico-MG, Internacional, Figueirense, Avai, Sport Recife']","['Gremio, Cruzeiro, Santos, Goias, Coritiba, Joinville, Internacional, Sport Recife, Gremio, Chapecoense-SC, Corinthians, Flamengo RJ']","['Ponte Preta-1X0-Sao Paulo', 'Ponte Preta-3X1-Chapecoense-SC', 'Vasco-0X3-Ponte Preta', 'Ponte Preta-2X1-Atletico-PR', 'Ponte Preta-1X0-Flamengo RJ', 'Ponte Preta-2X0-Avai', 'Ponte Preta-3X1-Santos', 'Goias-1X2-Ponte Preta', 'Ponte Preta-3X1-Fluminense', 'Atletico-PR-1X2-Ponte Preta', 'Palmeiras-0X1-Ponte Preta', 'Ponte Preta-3X0-Coritiba', 'Ponte Preta-1X0-Joinville']","['Fluminense-2X0-Ponte Preta', 'Corinthians-2X0-Ponte Preta', 'Ponte Preta-0X2-Palmeiras', 'Ponte Preta-0X2-Atletico-MG', 'Figueirense-3X1-Ponte Preta', 'Sao Paulo-3X0-Ponte Preta', 'Ponte Preta-1X2-Cruzeiro', 'Ponte Preta-0X1-Vasco', 'Atletico-MG-2X1-Ponte Preta', 'Internacional-1X0-Ponte Preta', 'Ponte Preta-0X1-Figueirense', 'Avai-1X0-Ponte Preta', 'Ponte Preta-0X1-Sport Recife']","['Gremio-3X3-Ponte Preta', 'Cruzeiro-1X1-Ponte Preta', 'Santos-2X2-Ponte Preta', 'Ponte Preta-0X0-Goias', 'Coritiba-0X0-Ponte Preta', 'Joinville-1X1-Ponte Preta', 'Ponte Preta-0X0-Internacional', 'Sport Recife-1X1-Ponte Preta', 'Ponte Preta-0X0-Gremio', 'Chapecoense-SC-0X0-Ponte Preta', 'Ponte Preta-2X2-Corinthians', 'Flamengo RJ-1X1-Ponte Preta']"
71,2015,Internacional,60,39,38,17,12,9,"['Avai, Coritiba, Santos, Joinville, Goias, Fluminense, Atletico-PR, Vasco, Palmeiras, Coritiba, Corinthians, Sport Recife, Flamengo RJ, Joinville, Ponte Preta, Gremio, Cruzeiro']","['Atletico-PR, Corinthians, Sport Recife, Atletico-MG, Flamengo RJ, Gremio, Avai, Sao Paulo, Santos, Atletico-MG, Goias, Chapecoense-SC']","['Vasco, Sao Paulo, Palmeiras, Figueirense, Ponte Preta, Chapecoense-SC, Cruzeiro, Figueirense, Fluminense']","['Internacional-1X0-Avai', 'Internacional-2X0-Coritiba', 'Internacional-1X0-Santos', 'Joinville-0X2-Internacional', 'Internacional-2X1-Goias', 'Internacional-1X0-Fluminense', 'Internacional-2X0-Atletico-PR', 'Internacional-6X0-Vasco', 'Internacional-1X0-Palmeiras', 'Coritiba-0X1-Internacional', 'Internacional-2X1-Corinthians', 'Internacional-2X1-Sport Recife', 'Flamengo RJ-0X1-Internacional', 'Internacional-1X0-Joinville', 'Internacional-1X0-Ponte Preta', 'Internacional-1X0-Gremio', 'Internacional-2X0-Cruzeiro']","['Atletico-PR-3X0-Internacional', 'Corinthians-2X1-Internacional', 'Sport Recife-3X0-Internacional', 'Internacional-1X3-Atletico-MG', 'Internacional-1X2-Flamengo RJ', 'Gremio-5X0-Internacional', 'Avai-3X0-Internacional', 'Sao Paulo-2X0-Internacional', 'Santos-3X1-Internacional', 'Atletico-MG-2X1-Internacional', 'Goias-2X1-Internacional', 'Chapecoense-SC-1X0-Internacional']","['Vasco-1X1-Internacional', 'Internacional-0X0-Sao Paulo', 'Palmeiras-1X1-Internacional', 'Figueirense-0X0-Internacional', 'Ponte Preta-0X0-Internacional', 'Internacional-0X0-Chapecoense-SC', 'Cruzeiro-0X0-Internacional', 'Internacional-1X1-Figueirense', 'Fluminense-1X1-Internacional']"
72,2015,Sao Paulo,62,53,47,18,12,8,"['Flamengo RJ, Joinville, Santos, Gremio, Chapecoense-SC, Vasco, Coritiba, Cruzeiro, Figueirense, Ponte Preta, Internacional, Gremio, Atletico-PR, Coritiba, Sport Recife, Atletico-MG, Figueirense, Goias']","['Ponte Preta, Palmeiras, Atletico-PR, Sport Recife, Atletico-MG, Goias, Flamengo RJ, Santos, Avai, Fluminense, Cruzeiro, Corinthians']","['Internacional, Avai, Fluminense, Corinthians, Joinville, Chapecoense-SC, Palmeiras, Vasco']","['Sao Paulo-2X1-Flamengo RJ', 'Sao Paulo-3X0-Joinville', 'Sao Paulo-3X2-Santos', 'Sao Paulo-2X0-Gremio', 'Chapecoense-SC-0X1-Sao Paulo', 'Vasco-0X4-Sao Paulo', 'Sao Paulo-3X1-Coritiba', 'Sao Paulo-1X0-Cruzeiro', 'Figueirense-0X2-Sao Paulo', 'Sao Paulo-3X0-Ponte Preta', 'Sao Paulo-2X0-Internacional', 'Gremio-1X2-Sao Paulo', 'Sao Paulo-1X0-Atletico-PR', 'Coritiba-1X2-Sao Paulo', 'Sao Paulo-3X0-Sport Recife', 'Sao Paulo-4X2-Atletico-MG', 'Sao Paulo-3X2-Figueirense', 'Goias-0X1-Sao Paulo']","['Ponte Preta-1X0-Sao Paulo', 'Palmeiras-4X0-Sao Paulo', 'Atletico-PR-2X1-Sao Paulo', 'Sport Recife-2X0-Sao Paulo', 'Atletico-MG-3X1-Sao Paulo', 'Sao Paulo-0X3-Goias', 'Flamengo RJ-2X1-Sao Paulo', 'Santos-3X0-Sao Paulo', 'Avai-2X1-Sao Paulo', 'Fluminense-2X0-Sao Paulo', 'Cruzeiro-2X1-Sao Paulo', 'Corinthians-6X1-Sao Paulo']","['Internacional-0X0-Sao Paulo', 'Sao Paulo-1X1-Avai', 'Sao Paulo-0X0-Fluminense', 'Sao Paulo-1X1-Corinthians', 'Joinville-0X0-Sao Paulo', 'Sao Paulo-0X0-Chapecoense-SC', 'Sao Paulo-1X1-Palmeiras', 'Sao Paulo-2X2-Vasco']"
